_id,_masterChatId,_roomId,_chapterId,_scriptKey,_title,_firstLineValue,_noticeValue,_appearStampIdList,_masterReleaseLabelId
200500111,2005,1,200500111,2005_1_11,曜 (私訊),曜上線了,曜上線了,"stamp_00_00000_0007,stamp_00_00000_0022,stamp_00_00000_0026,stamp_00_00000_0051,stamp_02_02002_0002",1
200500112,2005,1,200500112,2005_1_12,曜 (私訊),曜上線了,曜上線了,"stamp_00_00000_0088,stamp_00_00000_0090,stamp_02_02005_0004",1
200500113,2005,1,200500113,2005_1_13,曜 (私訊),曜: Sorry about earlier.,曜: Sorry about earlier.,"stamp_00_00000_0029,stamp_00_00000_0078,stamp_00_00000_0084",1
200500114,2005,1,200500114,2005_1_14,曜 (私訊),曜上線了,曜上線了,"stamp_00_00000_0038,stamp_00_00000_0048,stamp_00_00000_0060,stamp_00_00000_0077,stamp_00_00000_0081,stamp_02_02005_0004",1
200500115,2005,1,200500115,2005_1_15,曜 (私訊),曜: Thanks bunch 為 today.,曜: Thanks bunch 為 today.,"stamp_00_00000_0011,stamp_00_00000_0020,stamp_00_00000_0022,stamp_00_00000_0038,stamp_00_00000_0039,stamp_00_00000_0086",1
200500301,2005,3,200500301,2005_3_1,曜 (生日 2023),曜傳送了貼圖,曜傳送了貼圖,"stamp_00_00000_0005,stamp_00_00000_0010,stamp_00_00000_0015,stamp_00_00000_0023,stamp_00_00000_0029,stamp_00_00000_0030,stamp_00_00000_0056,stamp_00_00000_0077,stamp_00_00000_0088,stamp_00_00000_0090,stamp_00_00000_0091,stamp_02_02005_0004",1
200500401,2005,16,200500401,2005_16_1,曜 (New Year's 2024),曜: Happy New Year!,曜: Happy New Year!,"stamp_00_00000_0089,stamp_00_00000_0095,stamp_02_02005_0004",324010153
200500501,2005,17,200500501,2005_17_1,Yo Valentine 2024,Yo: Thanks 為 Valentine's Day chocolates today!,曜: Thanks 為 Valentine's chocolates today!,stamp_00_00000_0007,324021447
200500701,2005,7,200500701,2005_7_1,曜 (4月 2023),曜上線了,曜上線了,,1
200500801,2005,8,200500801,2005_8_1,曜 (5月 2023),曜傳送了貼圖,曜傳送了貼圖,stamp_02_02005_0004,1
200500901,2005,9,200500901,2005_9_1,曜 (6月 2023),曜上線了,曜上線了,,323061804
200501001,2005,10,200501001,2005_10_1,曜 (7月 2023),曜上線了,曜上線了,"stamp_00_00000_0005,stamp_00_00000_0011,stamp_00_00000_0070",323072110
200501101,2005,11,200501101,2005_11_1,曜 (Summer Vacation 2023),曜: So hot...day after day...,曜: So hot...day after day...,"stamp_00_00000_0007,stamp_00_00000_0060,stamp_02_02005_0004",323082905
200501201,2005,12,200501201,2005_12_1,曜 (9月 2023),曜傳送了貼圖,曜傳送了貼圖,"stamp_00_00000_0006,stamp_00_00000_0020",323091203
200501301,2005,13,200501301,2005_13_1,曜 (Halloween 2023),曜: Happy Halloween!,曜: Happy Halloween!,stamp_00_00000_0079,323103145
200501401,2005,14,200501401,2005_14_1,曜 (11月 2023),曜: Have sec 至 chat?,曜: Have sec 至 chat?,stamp_00_00000_0050,323112703
200501501,2005,15,200501501,2005_15_1,曜 (Christmas 2023),曜上線了,曜上線了,"stamp_00_00000_0011,stamp_00_00000_0084",323122423
200501801,2005,18,200501801,2005_18_1,曜 (White Day 2024),曜: Thanks 為 White Day gift!,曜: Thanks 為 White Day gift!,"stamp_00_00000_0005,stamp_00_00000_0054",324031448
200600101,2006,1,200600101,2006_1_1,善子 (私訊),善子: Thanks 為 coming 至 check us out today.,善子: Thanks 為 coming 至 check us out today.,"stamp_00_00000_0013,stamp_00_00000_0029,stamp_00_00000_0059,stamp_02_02002_0002",1
200600102,2006,1,200600102,2006_1_2,善子 (私訊),善子上線了,善子上線了,"stamp_00_00000_0013,stamp_00_00000_0022,stamp_00_00000_0029,stamp_00_00000_0059,stamp_00_00000_0078,stamp_00_00000_0082,stamp_00_00000_0086,stamp_02_02006_0007",1
200600103,2006,1,200600103,2006_1_3,善子 (私訊),善子: I saw you already wrote 與 sent 你的article!,善子: I saw you already wrote 與 sent 你的article!,"stamp_00_00000_0013,stamp_00_00000_0034,stamp_00_00000_0048,stamp_00_00000_0084,stamp_00_00000_0092,stamp_02_02006_0007",1
200600104,2006,1,200600104,2006_1_4,善子 (私訊),善子上線了,善子上線了,"stamp_00_00000_0001,stamp_00_00000_0005,stamp_00_00000_0008,stamp_00_00000_0029,stamp_00_00000_0049,stamp_00_00000_0081",1
200600105,2006,1,200600105,2006_1_5,善子 (私訊),善子上線了,善子上線了,"stamp_00_00000_0013,stamp_00_00000_0022,stamp_00_00000_0037,stamp_00_00000_0060,stamp_00_00000_0084",1
200600106,2006,1,200600106,2006_1_6,善子 (私訊),善子上線了,善子上線了,"stamp_00_00000_0013,stamp_00_00000_0029,stamp_00_00000_0086",1
200600107,2006,1,200600107,2006_1_7,善子 (私訊),善子: Greetings.,善子: Greetings.,"stamp_00_00000_0013,stamp_00_00000_0048,stamp_00_00000_0081",1
200600108,2006,1,200600108,2006_1_8,善子 (私訊),善子上線了,善子上線了,"stamp_00_00000_0013,stamp_00_00000_0022,stamp_00_00000_0081,stamp_00_00000_0082",1
200600109,2006,1,200600109,2006_1_9,善子 (私訊),善子上線了,善子上線了,"stamp_00_00000_0003,stamp_00_00000_0013,stamp_00_00000_0053",1
200600110,2006,1,200600110,2006_1_10,善子 (私訊),善子: fine evening tonight.,善子: fine evening tonight.,"stamp_00_00000_0077,stamp_00_00000_0084,stamp_02_02002_0002",1
200600111,2006,1,200600111,2006_1_11,善子 (私訊),善子傳送了貼圖,善子傳送了貼圖,"stamp_00_00000_0001,stamp_00_00000_0013,stamp_00_00000_0025,stamp_00_00000_0026,stamp_00_00000_0052,stamp_00_00000_0085,stamp_00_00000_0091",1
200600112,2006,1,200600112,2006_1_12,善子 (私訊),善子上線了,善子上線了,"stamp_00_00000_0003,stamp_00_00000_0007,stamp_00_00000_0013,stamp_00_00000_0049,stamp_00_00000_0088",1
200600113,2006,1,200600113,2006_1_13,善子 (私訊),善子上線了,善子上線了,"stamp_00_00000_0053,stamp_00_00000_0059,stamp_02_02006_0007",1
200600114,2006,1,200600114,2006_1_14,善子 (私訊),善子上線了,善子上線了,"stamp_00_00000_0013,stamp_00_00000_0052,stamp_00_00000_0081",1
200600115,2006,1,200600115,2006_1_15,善子 (私訊),善子: Did you make 你的train?,善子: Did you make 你的train?,"stamp_00_00000_0007,stamp_00_00000_0014,stamp_00_00000_0020,stamp_00_00000_0088",1
200600201,2006,2,200600201,2006_2_1,善子 (生日 2023),善子上線了,善子上線了,"stamp_00_00000_0001,stamp_00_00000_0013,stamp_00_00000_0019,stamp_00_00000_0029,stamp_00_00000_0048,stamp_00_00000_0049,stamp_00_00000_0050,stamp_00_00000_0081,stamp_00_00000_0094,stamp_02_02006_0007",123071302
200600301,2006,3,200600301,2006_3_1,善子 (生日 2023),善子: Tonight is most auspicious evening.,善子: Tonight is most auspicious evening.,"stamp_00_00000_0011,stamp_00_00000_0013,stamp_00_00000_0037,stamp_00_00000_0052,stamp_00_00000_0059,stamp_00_00000_0062,stamp_00_00000_0092,stamp_00_00000_0096,stamp_02_02006_0007",1
200600401,2006,16,200600401,2006_16_1,善子 (New Year's 2024),善子: Genesis comes 至 us 再次 this year.,善子: Genesis comes 至 us 再次 this year.,"stamp_00_00000_0013,stamp_02_02006_0007",324010154
200600501,2006,17,200600501,2006_17_1,善子 Valentine 2024,善子上線了,善子上線了,stamp_00_00000_0013,324021448
200600701,2006,7,200600701,2006_7_1,善子 (4月 2023),善子上線了,善子上線了,"stamp_00_00000_0009,stamp_00_00000_0013,stamp_00_00000_0050",1
200600801,2006,8,200600801,2006_8_1,善子 (5月 2023),善子傳送了貼圖,善子傳送了貼圖,stamp_02_02006_0007,1
200600901,2006,9,200600901,2006_9_1,善子 (6月 2023),善子上線了,善子上線了,stamp_00_00000_0060,323062003
200601001,2006,10,200601001,2006_10_1,善子 (7月 2023),善子: Hey，can I ask you question?,善子: Hey，can I ask you question?,stamp_00_00000_0050,323070703
200601101,2006,11,200601101,2006_11_1,善子 (Summer Vacation 2023),善子傳送了貼圖,善子傳送了貼圖,"stamp_00_00000_0013,stamp_02_02006_0007",323081903
200601201,2006,12,200601201,2006_12_1,善子 (9月 2023),善子上線了,善子上線了,"stamp_00_00000_0013,stamp_00_00000_0075,stamp_00_00000_0079",323092504
200601301,2006,13,200601301,2006_13_1,善子 (Halloween 2023),善子上線了,善子上線了,stamp_00_00000_0060,323103146
200601401,2006,14,200601401,2006_14_1,善子 (11月 2023),善子上線了,善子上線了,stamp_00_00000_0004,323112404
200601501,2006,15,200601501,2006_15_1,善子 (Christmas 2023),善子傳送了貼圖,善子傳送了貼圖,stamp_02_02006_0007,323122529
200601801,2006,18,200601801,2006_18_1,善子 (White Day 2024),善子傳送了貼圖,善子傳送了貼圖,"stamp_00_00000_0005,stamp_02_02006_0007",324031449
200700101,2007,1,200700101,2007_1_1,花丸 (私訊),Hamanaru: Good evening.,Hamanaru: Good evening.,"stamp_00_00000_0005,stamp_00_00000_0016,stamp_00_00000_0029,stamp_00_00000_0057,stamp_00_00000_0078,stamp_02_02007_0009",1
200700102,2007,1,200700102,2007_1_2,花丸 (私訊),花丸: Howdy!,花丸: Howdy!,"stamp_00_00000_0005,stamp_00_00000_0014,stamp_00_00000_0022,stamp_00_00000_0031,stamp_00_00000_0049,stamp_00_00000_0060,stamp_00_00000_0078,stamp_00_00000_0084",1
200700103,2007,1,200700103,2007_1_3,花丸 (私訊),花丸傳送了貼圖,花丸傳送了貼圖,"stamp_00_00000_0016,stamp_00_00000_0017,stamp_00_00000_0025,stamp_00_00000_0037,stamp_00_00000_0049,stamp_00_00000_0059,stamp_00_00000_0081,stamp_00_00000_0084,stamp_00_00000_0090",1
200700104,2007,1,200700104,2007_1_4,花丸 (私訊),花丸: Good evening!,花丸: Good evening!,"stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0009,stamp_00_00000_0011,stamp_00_00000_0022,stamp_00_00000_0048,stamp_00_00000_0077",1
200700105,2007,1,200700105,2007_1_5,花丸 (私訊),花丸上線了,花丸上線了,"stamp_00_00000_0009,stamp_00_00000_0059,stamp_00_00000_0088,stamp_00_00000_0094",1
200700106,2007,1,200700106,2007_1_6,花丸 (私訊),花丸傳送了貼圖,花丸傳送了貼圖,"stamp_00_00000_0002,stamp_00_00000_0005,stamp_00_00000_0014,stamp_00_00000_0034,stamp_00_00000_0050,stamp_00_00000_0051,stamp_00_00000_0091,stamp_02_02007_0009",1
200700107,2007,1,200700107,2007_1_7,花丸 (私訊),花丸上線了,花丸上線了,"stamp_00_00000_0014,stamp_00_00000_0082,stamp_00_00000_0086",1
200700108,2007,1,200700108,2007_1_8,花丸 (私訊),花丸: Good evening!,花丸: Good evening!,"stamp_00_00000_0014,stamp_00_00000_0016,stamp_00_00000_0026,stamp_00_00000_0048,stamp_00_00000_0051,stamp_00_00000_0053,stamp_00_00000_0081,stamp_02_02007_0009",1
200700109,2007,1,200700109,2007_1_9,花丸 (私訊),花丸上線了,花丸上線了,"stamp_00_00000_0005,stamp_00_00000_0048,stamp_00_00000_0081,stamp_00_00000_0085",1
200700110,2007,1,200700110,2007_1_10,花丸 (私訊),Hamanaru: Good evening.,Hamanaru: Good evening.,"stamp_00_00000_0004,stamp_00_00000_0009,stamp_00_00000_0015,stamp_00_00000_0060,stamp_00_00000_0061,stamp_00_00000_0062,stamp_00_00000_0078,stamp_00_00000_0091",1
200700111,2007,1,200700111,2007_1_11,花丸 (私訊),Hamanaru: Good evening.,Hamanaru: Good evening.,"stamp_00_00000_0005,stamp_00_00000_0022,stamp_00_00000_0060,stamp_00_00000_0071,stamp_00_00000_0088",1
200700112,2007,1,200700112,2007_1_12,花丸 (私訊),花丸: Hi!,花丸: Hi!,"stamp_00_00000_0014,stamp_00_00000_0016,stamp_00_00000_0024,stamp_00_00000_0025,stamp_00_00000_0026,stamp_00_00000_0029,stamp_00_00000_0052,stamp_00_00000_0078,stamp_00_00000_0083,stamp_00_00000_0085",1
200700113,2007,1,200700113,2007_1_13,花丸 (私訊),花丸: Good morning!,花丸: Good morning!,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0014,stamp_00_00000_0016,stamp_00_00000_0048,stamp_00_00000_0095",1
200700114,2007,1,200700114,2007_1_14,花丸 (私訊),花丸上線了,花丸上線了,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0046,stamp_00_00000_0048,stamp_00_00000_0052,stamp_00_00000_0077,stamp_00_00000_0081,stamp_02_02007_0009",1
200700115,2007,1,200700115,2007_1_15,花丸 (私訊),花丸: Did 你獲得 至 你的train 於 time?!,花丸: Did 你獲得 至 你的train 於 time?!,"stamp_00_00000_0009,stamp_00_00000_0014,stamp_00_00000_0022,stamp_00_00000_0048,stamp_00_00000_0050,stamp_00_00000_0081,stamp_00_00000_0084,stamp_00_00000_0089,stamp_00_00000_0094",1
200700301,2007,3,200700301,2007_3_1,花丸 (生日 2023),花丸傳送了貼圖,花丸傳送了貼圖,"stamp_00_00000_0011,stamp_00_00000_0015,stamp_00_00000_0022,stamp_00_00000_0029,stamp_00_00000_0037,stamp_00_00000_0048,stamp_00_00000_0054,stamp_00_00000_0056,stamp_00_00000_0058,stamp_00_00000_0060,stamp_00_00000_0075,stamp_00_00000_0089",1
200700401,2007,16,200700401,2007_16_1,花丸 (New Year's 2024),花丸: Happy New Year!,花丸: Happy New Year!,"stamp_00_00000_0036,stamp_00_00000_0081",324010155
200700501,2007,17,200700501,2007_17_1,花丸 Valentine 2024,花丸: Happy Valentine's Day!,花丸: Happy Valentine's!,stamp_00_00000_0005,324021449
200700701,2007,7,200700701,2007_7_1,花丸 (4月 2023),花丸上線了,花丸上線了,,1
200700801,2007,8,200700801,2007_8_1,花丸 (5月 2023),花丸: Did you go somewhere 為 Golden Week?,花丸: Did you go somewhere 為 Golden Week?,"stamp_00_00000_0004,stamp_00_00000_0046",1
200700901,2007,9,200700901,2007_9_1,花丸 (6月 2023),花丸: I read paper!,花丸: I read paper!,,323060204
200701001,2007,10,200701001,2007_10_1,花丸 (7月 2023),花丸: Thanks 為 bringing me ice cream!,花丸: Thanks 為 bringing me ice cream!,"stamp_00_00000_0081,stamp_00_00000_0094",323071003
200701101,2007,11,200701101,2007_11_1,花丸 (Summer Vacation 2023),花丸: It's almost time 為 festival，huh.,花丸: It's almost time 為 festival，huh.,"stamp_00_00000_0050,stamp_00_00000_0060",323081704
200701201,2007,12,200701201,2007_12_1,花丸 (9月 2023),花丸: Are you free tomorrow?,花丸: Are you free tomorrow?,"stamp_00_00000_0038,stamp_00_00000_0039",323092806
200701301,2007,13,200701301,2007_13_1,花丸 (Halloween 2023),花丸: Trick 或 treat!,花丸: Trick 或 treat!,stamp_00_00000_0081,323103147
200701401,2007,14,200701401,2007_14_1,花丸 (11月 2023),花丸: Kunikida sweet potato shop is open 為 business!,花丸: Kunikida sweet potato shop is open 為 business!,"stamp_00_00000_0038,stamp_00_00000_0060,stamp_00_00000_0094",323111203
200701501,2007,15,200701501,2007_15_1,花丸 (Christmas 2023),花丸: Merry Christmas!,花丸: Merry Christmas!,stamp_00_00000_0057,323122530
200701801,2007,18,200701801,2007_18_1,花丸 (生日 2024),花丸上線了,花丸上線了,"stamp_00_00000_0001,stamp_00_00000_0015,stamp_00_00000_0037,stamp_00_00000_0046,stamp_00_00000_0049,stamp_00_00000_0054,stamp_00_00000_0058,stamp_00_00000_0060,stamp_00_00000_0091,stamp_00_00000_0095",124030402
200701901,2007,19,200701901,2007_19_1,花丸 (White Day 2024),花丸: Thanks 為 White Day gift today.,花丸: Thanks 為 White Day gift today.,"stamp_00_00000_0008,stamp_00_00000_0039,stamp_00_00000_0060,stamp_00_00000_0094",324031450
200800101,2008,1,200800101,2008_1_1,鞠莉 (私訊),鞠莉: Ciao!,鞠莉: Ciao!,"stamp_00_00000_0012,stamp_00_00000_0020,stamp_00_00000_0084,stamp_00_00000_0088,stamp_02_02008_0008",1
200800102,2008,1,200800102,2008_1_2,鞠莉 (私訊),鞠莉上線了,鞠莉上線了,"stamp_00_00000_0004,stamp_00_00000_0019,stamp_00_00000_0020,stamp_00_00000_0022,stamp_00_00000_0080,stamp_00_00000_0090,stamp_00_00000_0094",1
200800103,2008,1,200800103,2008_1_3,鞠莉 (私訊),鞠莉上線了,鞠莉上線了,"stamp_00_00000_0012,stamp_00_00000_0020,stamp_00_00000_0061,stamp_00_00000_0078,stamp_00_00000_0081,stamp_00_00000_0090,stamp_02_02008_0008",1
200800104,2008,1,200800104,2008_1_4,鞠莉 (私訊),鞠莉: Ciao!,鞠莉: Ciao!,"stamp_00_00000_0005,stamp_00_00000_0019,stamp_00_00000_0020,stamp_00_00000_0037,stamp_02_02008_0008",1
200800105,2008,1,200800105,2008_1_5,鞠莉 (私訊),鞠莉: Ciao!,鞠莉: Ciao!,"stamp_00_00000_0009,stamp_00_00000_0020,stamp_00_00000_0022,stamp_00_00000_0025,stamp_00_00000_0049,stamp_00_00000_0079,stamp_02_02008_0008",1
200800106,2008,1,200800106,2008_1_6,鞠莉 (私訊),鞠莉上線了,鞠莉上線了,"stamp_00_00000_0014,stamp_00_00000_0046,stamp_00_00000_0050,stamp_00_00000_0058,stamp_00_00000_0066,stamp_00_00000_0078,stamp_02_02008_0008",1
200800107,2008,1,200800107,2008_1_7,鞠莉 (私訊),鞠莉上線了,鞠莉上線了,"stamp_00_00000_0020,stamp_00_00000_0049,stamp_00_00000_0079,stamp_00_00000_0082,stamp_00_00000_0088,stamp_00_00000_0091,stamp_02_02008_0008",1
200800108,2008,1,200800108,2008_1_8,鞠莉 (私訊),鞠莉上線了,鞠莉上線了,"stamp_00_00000_0019,stamp_00_00000_0022,stamp_00_00000_0036,stamp_00_00000_0048,stamp_00_00000_0082,stamp_00_00000_0090,stamp_00_00000_0092",1
200800109,2008,1,200800109,2008_1_9,鞠莉 (私訊),鞠莉: Buona sera!,鞠莉: Buona sera!,"stamp_00_00000_0001,stamp_00_00000_0012,stamp_00_00000_0020,stamp_00_00000_0022,stamp_00_00000_0037,stamp_00_00000_0075,stamp_00_00000_0082",1
200800110,2008,1,200800110,2008_1_10,鞠莉 (私訊),鞠莉上線了,鞠莉上線了,"stamp_00_00000_0001,stamp_00_00000_0008,stamp_00_00000_0009,stamp_00_00000_0020,stamp_00_00000_0037,stamp_00_00000_0050,stamp_00_00000_0078,stamp_00_00000_0084,stamp_00_00000_0088,stamp_02_02008_0008",1
200800111,2008,1,200800111,2008_1_11,鞠莉 (私訊),鞠莉傳送了貼圖,鞠莉傳送了貼圖,"stamp_00_00000_0019,stamp_00_00000_0020,stamp_00_00000_0048,stamp_00_00000_0059,stamp_00_00000_0061,stamp_00_00000_0066,stamp_02_02008_0008",1
200800112,2008,1,200800112,2008_1_12,鞠莉 (私訊),鞠莉: Ciao!,鞠莉: Ciao!,"stamp_00_00000_0012,stamp_00_00000_0060,stamp_00_00000_0094,stamp_02_02008_0008",1
200800113,2008,1,200800113,2008_1_13,鞠莉 (私訊),鞠莉上線了,鞠莉上線了,"stamp_00_00000_0008,stamp_00_00000_0020,stamp_00_00000_0022,stamp_00_00000_0048,stamp_00_00000_0052,stamp_00_00000_0084,stamp_00_00000_0094,stamp_02_02008_0008",1
200800114,2008,1,200800114,2008_1_14,鞠莉 (私訊),鞠莉傳送了貼圖,鞠莉傳送了貼圖,"stamp_00_00000_0012,stamp_00_00000_0020,stamp_00_00000_0048,stamp_00_00000_0054,stamp_00_00000_0060,stamp_00_00000_0085,stamp_02_02008_0008",1
200800115,2008,1,200800115,2008_1_15,鞠莉 (私訊),鞠莉: Are you already asleep?,鞠莉: Are you already asleep?,"stamp_00_00000_0014,stamp_00_00000_0062,stamp_00_00000_0081,stamp_00_00000_0088,stamp_02_02008_0008",1
200800201,2008,2,200800201,2008_2_1,鞠莉 (生日 2023),鞠莉上線了,鞠莉上線了,"stamp_00_00000_0005,stamp_00_00000_0010,stamp_00_00000_0016,stamp_00_00000_0020,stamp_00_00000_0023,stamp_00_00000_0032,stamp_00_00000_0048,stamp_00_00000_0050,stamp_00_00000_0056,stamp_00_00000_0060,stamp_00_00000_0088,stamp_00_00000_0093,stamp_02_02008_0008",123061302
200800301,2008,3,200800301,2008_3_1,鞠莉 (生日 2023),鞠莉: Ciao!,鞠莉: Ciao!,"stamp_00_00000_0011,stamp_00_00000_0012,stamp_00_00000_0016,stamp_00_00000_0020,stamp_00_00000_0022,stamp_00_00000_0030,stamp_00_00000_0037,stamp_00_00000_0053,stamp_00_00000_0059,stamp_00_00000_0079,stamp_00_00000_0088,stamp_02_02008_0008",1
200800401,2008,16,200800401,2008_16_1,鞠莉 (New Year's 2024),鞠莉: Happy NEW YEAR!,鞠莉: Happy NEW YEAR!,"stamp_00_00000_0012,stamp_00_00000_0038,stamp_02_02008_0008",324010156
200800501,2008,17,200800501,2008_17_1,鞠莉 Valentine 2024,鞠莉: Ciao ♡♡♡!,鞠莉: Ciao♪,"stamp_00_00000_0020,stamp_00_00000_0038",324021450
200800701,2008,7,200800701,2008_7_1,鞠莉 (4月 2023),鞠莉上線了,鞠莉上線了,"stamp_00_00000_0019,stamp_00_00000_0020,stamp_00_00000_0056,stamp_00_00000_0060",1
200800801,2008,8,200800801,2008_8_1,鞠莉 (5月 2023),鞠莉 sent image,鞠莉 sent image,"stamp_00_00000_0008,stamp_00_00000_0076,stamp_00_00000_0079,stamp_00_00000_0088",1
200800901,2008,9,200800901,2008_9_1,鞠莉 (6月 2023),鞠莉: Ciao!,鞠莉: Ciao!,,323062004
200801001,2008,10,200801001,2008_10_1,鞠莉 (7月 2023),鞠莉: Ciao♡,鞠莉: Ciao♡,"stamp_00_00000_0020,stamp_00_00000_0036",323070704
200801101,2008,11,200801101,2008_11_1,鞠莉 (Summer Vacation 2023),鞠莉: Camp was so much fun，huh!,鞠莉: Camp was so much fun，huh!,"stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0010,stamp_00_00000_0038,stamp_00_00000_0056,stamp_00_00000_0088",323081003
200801201,2008,12,200801201,2008_12_1,鞠莉 (9月 2023),鞠莉 sent image,鞠莉 sent image,"stamp_00_00000_0020,stamp_00_00000_0036,stamp_00_00000_0038,stamp_00_00000_0076,stamp_00_00000_0088",323092106
200801301,2008,13,200801301,2008_13_1,鞠莉 (Halloween 2023),鞠莉上線了,鞠莉上線了,"stamp_00_00000_0036,stamp_00_00000_0038,stamp_00_00000_0060",323103148
200801401,2008,14,200801401,2008_14_1,鞠莉 (11月 2023),鞠莉上線了,鞠莉上線了,"stamp_00_00000_0077,stamp_00_00000_0088,stamp_00_00000_0092",323111204
200801501,2008,15,200801501,2008_15_1,鞠莉 (Christmas 2023),鞠莉: Merry Christmas ♡,鞠莉: Merry Christmas ♡,"stamp_00_00000_0020,stamp_00_00000_0029,stamp_00_00000_0038,stamp_00_00000_0056,stamp_00_00000_0060",323122424
200801801,2008,18,200801801,2008_18_1,鞠莉 (White Day 2024),鞠莉: Thanks 為 White Day gift today!,鞠莉: Thanks 為 White Day gift today!,"stamp_00_00000_0004,stamp_00_00000_0038,stamp_00_00000_0052,stamp_00_00000_0056,stamp_00_00000_0095",324031451
200900101,2009,1,200900101,2009_1_1,露比 (私訊),露比: Thanks 為 coming 至 cover our Aqours show.,露比: Thanks 為 coming 至 cover our Aqours show.,"stamp_00_00000_0048,stamp_00_00000_0049,stamp_00_00000_0052,stamp_00_00000_0053,stamp_00_00000_0088,stamp_02_02009_0003",1
200900102,2009,1,200900102,2009_1_2,露比 (私訊),露比上線了,露比上線了,"stamp_00_00000_0005,stamp_00_00000_0048,stamp_00_00000_0088,stamp_00_00000_0090,stamp_00_00000_0094,stamp_02_02009_0003",1
200900103,2009,1,200900103,2009_1_3,露比 (私訊),露比: Hi hi!,露比: Hi hi!,"stamp_00_00000_0004,stamp_00_00000_0005,stamp_00_00000_0025,stamp_00_00000_0037,stamp_00_00000_0053,stamp_00_00000_0081,stamp_00_00000_0090",1
200900104,2009,1,200900104,2009_1_4,露比 (私訊),露比: I'm back!,露比: I'm back!,"stamp_00_00000_0005,stamp_00_00000_0048,stamp_00_00000_0051,stamp_00_00000_0077,stamp_00_00000_0086,stamp_00_00000_0088,stamp_02_02009_0003",1
200900105,2009,1,200900105,2009_1_5,露比 (私訊),露比: There's something I'd like 至 talk 至 you about...,露比: There's something I'd like 至 talk 至 you about...,"stamp_00_00000_0001,stamp_00_00000_0003,stamp_00_00000_0004,stamp_00_00000_0027,stamp_00_00000_0029,stamp_00_00000_0060,stamp_00_00000_0080,stamp_00_00000_0084",1
200900106,2009,1,200900106,2009_1_6,露比 (私訊),露比: Hi hi!,露比: Hi hi!,"stamp_00_00000_0005,stamp_00_00000_0021,stamp_00_00000_0037,stamp_00_00000_0046,stamp_00_00000_0048,stamp_00_00000_0049",1
200900107,2009,1,200900107,2009_1_7,露比 (私訊),露比上線了,露比上線了,"stamp_00_00000_0004,stamp_00_00000_0005,stamp_00_00000_0048,stamp_00_00000_0061,stamp_00_00000_0077,stamp_00_00000_0084",1
200900108,2009,1,200900108,2009_1_8,露比 (私訊),露比: Hi hi!,露比: Hi hi!,"stamp_00_00000_0005,stamp_00_00000_0014,stamp_00_00000_0020,stamp_00_00000_0052,stamp_00_00000_0077,stamp_00_00000_0083,stamp_00_00000_0084,stamp_02_02009_0003",1
200900109,2009,1,200900109,2009_1_9,露比 (私訊),露比: How are you?,露比: How are you?,"stamp_00_00000_0026,stamp_00_00000_0053,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0078,stamp_00_00000_0092",1
200900110,2009,1,200900110,2009_1_10,露比 (私訊),露比上線了,露比上線了,"stamp_00_00000_0004,stamp_00_00000_0011,stamp_00_00000_0014,stamp_00_00000_0029,stamp_00_00000_0048,stamp_00_00000_0077,stamp_00_00000_0080,stamp_00_00000_0088,stamp_02_02009_0003",1
200900111,2009,1,200900111,2009_1_11,露比 (私訊),露比上線了,露比上線了,"stamp_00_00000_0007,stamp_00_00000_0009,stamp_00_00000_0031,stamp_00_00000_0049,stamp_00_00000_0079,stamp_00_00000_0088",1
200900112,2009,1,200900112,2009_1_12,露比 (私訊),露比: Hiya!,露比: Hiya!,"stamp_00_00000_0006,stamp_00_00000_0029,stamp_00_00000_0079,stamp_00_00000_0082,stamp_00_00000_0084,stamp_00_00000_0085,stamp_00_00000_0088",1
200900113,2009,1,200900113,2009_1_13,露比 (私訊),露比: Morning!,露比: Morning!,"stamp_00_00000_0005,stamp_00_00000_0010,stamp_00_00000_0011,stamp_00_00000_0021,stamp_00_00000_0046,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0086,stamp_02_02004_0005",1
200900114,2009,1,200900114,2009_1_14,露比 (私訊),露比: Morning!,露比: Morning!,"stamp_00_00000_0031,stamp_00_00000_0037,stamp_00_00000_0046,stamp_00_00000_0079,stamp_00_00000_0082,stamp_00_00000_0084,stamp_00_00000_0090",1
200900115,2009,1,200900115,2009_1_15,露比 (私訊),露比上線了,露比上線了,"stamp_00_00000_0005,stamp_00_00000_0014,stamp_00_00000_0049,stamp_00_00000_0060,stamp_00_00000_0077,stamp_00_00000_0078,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0083,stamp_00_00000_0084,stamp_00_00000_0088,stamp_00_00000_0089",1
200900201,2009,2,200900201,2009_2_1,露比 (生日 2023),露比上線了,露比上線了,"stamp_00_00000_0005,stamp_00_00000_0016,stamp_00_00000_0019,stamp_00_00000_0021,stamp_00_00000_0025,stamp_00_00000_0032,stamp_00_00000_0037,stamp_00_00000_0057,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0081,stamp_00_00000_0088",123092102
